body,fake
FALSE: The existence of antibodies to SARS-CoV-2 has not been proven.,1
Partially false: With the return to classes,1
FALSE: Having common cold protects from you COVID-19.,1
"False: An image of the Argentine president, Alberto Fernandez, in San Juan ""without a chinstrap or social distancing"",Fact-Checked by: Chequeado",1
FALSE: The CDC has recognized that coronavirus is not transmitted by airborne droplets.,1
NO EVIDENCE: Nasopharyngeal PCR Covid-19 test is a tool for chip installation.,1
NO EVIDENCE: Using the lockdown and coronavirus testing,1
False: Bill Gates stated that vaccines against COVID-19 will change human's DNA,1
FALSE: The text implies that wearing a protective mask can cause cancer,1
FALSE: The West is using Georgia as a test biopolygon. Georgia should follow several large states that have already requested the purchase of Russian vaccine already registered for mass use.,1
"False: Facebook posts says that the flu vaccination killed 50 million people during the ""Spanish flu"", in 1918.,2020/09/29 | Ukraine",1
FALSE: The CDC admitted that it lied to the public all the time about airborne transmission of Covid-19,1
MIsleading: Family of deceased due to coronavirus will get Rs 2 Lakh under PMSBY,1
NO EVIDENCE: Coronavirus is a nanobiorobot.,1
FALSE: COVID-19 is less deadly than seasonal flu,1
FALSE: Testing for coronavirus is not recommended. Symptoms can be treated with infusions,1
FALSE: An officer on Special Day for the Government of Maharashtra is grieving about the current COVID-19 status in the state and that it is not being handled properly,1
FALSE: Priest Piotr Natanek gives false information during the sermon,1
FALSE: The text implies that wearing a protective mask can cause cancer,1
FALSE: The CDC admitted that it lied to the public all the time about airborne transmission of Covid-19,1
FALSE: Testing for coronavirus is not recommended. Symptoms can be treated with infusions,1
"NO EVIDENCE: At least two events are depicted on the $ 20 bill - the 9/11 attack and masks, which are symbols of the pandemic.,""2020/09/28 | Germany, United States""",1
FALSE: COVID-19 is an ordinary disease. Masks are ineffective,1
"FALSE: Lockdowns in Australia and New Zealand are proof of the ""new world order"" in action. The government acknowledges that.,2020/09/28 | Colombia",1
FALSE: The epidemic is over in Belgium thus restrictions measures are unwarranted,1
FALSE: Non-contact Infrared Thermometers are dangerous because of the laser.,1
FALSE: Due to one positive test for coronavirus,1
"false context: A video shows French policemen throwing their handcuffs on the floor to protest against the ""coronavirus dictatorship"",2020/09/26 | Ukraine",1
NO EVIDENCE: Russian academic Valentyn Katasov argued that the Shadow Rulers planned the COVID pandemic to insert microchips into people.,1
"FALSE: COVID-19 deniers from ""Medicos por la verdad"" denied the existence of the coronavirus and the effectiveness of the use of facemask (among other claims) in a viral video.,""2020/09/26 | Ukraine, Australia, New Zealand""",1
FALSE: Three brothers died after being vaccinated with vaccine from Sinovac in tests,1
FALSE: A Facebook post says that Bill Gates confirmed that chips are going to be introduced in coronavirus vacinnes,1
NO EVIDENCE: The Italian physician Roberto Petrella tells about the harm of vaccination and medical masks and claims that Covid-19 and the vaccines are the parts of the plan to reduce the population.,1
FALSE: Three brothers died after being vaccinated with vaccine from Sinovac in tests,1
False: Masks do not prevent people from having respiratory diseases.,1
FALSE: A viral Whatsapp Message says that various hospitals in Madrid request workers via email,1
MISLEADING: CDC research confirms the ineffectiveness of masks.,1
"FALSE: COVID-19 deniers from ""Medicos por la verdad"" denied the existence of the coronavirus and the effectiveness of the use of facemask (among other claims) in a viral video.,Fact-Checked by: Maldita.es",1
FALSE: Viral video shows that Guinea president Alpha Conde removed and hit the Health Minister for stealing money aimed to be for the pandemic.,1
False: Fatality rates among those infected by COVID-19 range up to 0.054% in those aged 70 and over.,1
False: Georgian Health Ministry is hiding the information on Ministry's COVID infected employees,1
mainly false: Wearing a face mask causes brain damage because of a lack of oxygen,1
"FALSE: COVID-19 mortality rates are very low, therefore COVID-19 is not an important public health concern; if you are 70+ years old, you have a 0.054% chance of dying from COVID-19,2020/09/25 | Spain",1
FALSE: A Facebook video says that Spain has paid 400 million euros to Oxford for the COVID-19 vaccine,1
no evidence: A 13 year old girl died in a school in the German city of Buchelberg bus because the was wearing a face mask,1
FALSE: Nobody should have recovered from COVID-19 if it had no cure,1
FALSE: The tests do not spot the novel coronavirus,1
FALSE: PCR tests look into the eighth human chromosome,1
FALSE: Covid-19 is nothing but a global Jewish-Bolshevik revolution,1
FALSE: A Facebook video says that Spain has paid 400 million euros to Oxford for the COVID-19 vaccine,1
FALSE: Nobody should have recovered from COVID-19 if it had no cure,1
FALSE: WhatsApp Messages says that new regulations allows the government to enter your house without a legal order if you are covid positive,1
: The tests do not spot the novel coronavirus,1
FALSE: PCR tests look into the eighth human chromosome,1
no evidence: A 13 year old girl died in a school in the German city of Buchelberg bus because the was wearing a face mask,1
FALSE: The tests do not spot the novel coronavirus,1
FALSE: The process shown in the video is a self check test for detecting coronavirus infection in body,1
NO EVIDENCE: The Russian vaccine against COVID-19 was made abroad.,1
FALSE: A video describing Argentina's COVID-19 cases contains malware for phones,1
FALSE: Using face masks will reduce oxygen in the brain and blood,1
FALSE: Wearing face masks can cause cancer.,1
FALSE: COVID-19 didn't kill any Brazilian politicians,1
NO EVIDENCE: A special operation,1
"FALSE: The pandemic has been declared only to ""frighten the world population, to destroy the world economy, to vaccinate, and thus sterilize the female population, to"" kill ""the old in nursing homes, and to turn men into lifelong pharmacological patients"" This post is attributed to a statement by US President Donald Trump.,Fact-Checked by: Vistinomer",1
"MISLEADING: Increase in Covid-19 mortality is artificial and the media ""tricked"" the whole world into thinking many people died of coronavirus. The public was shown fake corpses in black body bags on the streets.,""2020/09/23 | North Macedonia, United States""",1
FALSE: Using face masks will reduce oxygen in the brain and blood,1
"No Evidence: Masks are dirty and cause bacterial overgrowth, skin infections, and ""mask mouth"", which is a new medical condition caused by wearing masks all day,""2020/09/23 | Georgia, United States""",1
FALSE: Wearing face masks can cause cancer.,1
FALSE: The laser radiation of the non-contact thermometers is hazardous,1
NO EVIDENCE: The Russian vaccine against COVID-19 was made abroad.,1
NO EVIDENCE: A special operation,1
FALSE: A video describing Argentina's COVID-19 cases contains malware for phones,1
FALSE: Covid cannot be transmitted in warm places.,1
FALSE: Photo claims to show conditions at Ankara Kecioren Hospital,1
FALSE: The Philippines was the first country to impose a lockdown in Southeast Asia.,1
NO EVIDENCE: The world community is implementing a pandemic scenario and forced digitalization.,1
FALSE: A deep nose swap for a PCR test causes injuries,1
MISLEADING: Denys Shmygal,1
FALSE: This picture of a burnt face shows the danger of wearing a mask,1
"Misleading: A painting by Walter Molino from 1962, entitled ""Life in 2022"" predicted COVID-19.,""2020/09/22 | France, Serbia""",1
NO EVIDENCE: The world community is implementing a pandemic scenario and forced digitalization.,1
FALSE: China bought several Brazilian companies,1
FALSE: A deep nose swap for a PCR test causes injuries,1
FALSE: Photo claims to show conditions at Ankara Kecioren Hospital,1
FALSE: COVID-19 vaccines will modify the DNA,1
FALSE: The Philippines was the first country to impose a lockdown in Southeast Asia.,1
FALSE: The pandemic is a global conspiracy and many governments have taken part in it,1
FALSE: Free coronavirus tests are being offered in Cali,1
MISLEADING: Denys Shmygal,1
FALSE: An American pastor said that just 6 per cent of covid deaths can be directly attributed to the virus.,1
FALSE: A video circulated online whose subtitles read 'Australian research has proven that bananas can kill COVID-19',1
"False: The media is showing the pictures of empty body bags in a bid to fool people about the ""fake"" novel coronavirus pandemic,2020/09/22 | Poland",1
mainly correct: According to the WHO the presence of a child at school is consent that it may be vaccinated,1
"False: The media is showing the pictures of empty body bags in a bid to fool people about the ""fake"" novel coronavirus pandemic,Fact-Checked by: FactCheck Georgia",1
